,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
17399,163900,"Domaine Michel & Stephane Ogier, Cote Rotie Reserve",Domaine Michel  Stephane Ogier,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,0,2014,750
17400,163901,Domaine Michel & Stephane Ogier Cote Rotie Village,Domaine Michel  Stephane Ogier,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
17401,163902,"Domaine Michel & Stephane Ogier, Cote Rotie Mon Village",Domaine Michel  Stephane Ogier,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,0,2015,750
17402,163903,"Domaine Michel & Stephane Ogier, Le Temps est venu Cotes du ",Domaine Michel  Stephane Ogier,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
17406,163907,"Domaine Auguste Clape, Cornas",Domaine Auguste Clape,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
17407,163909,"Domaine Auguste Clape, Cotes du Rhone",Domaine Auguste Clape,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
17408,163910,Domaine Auguste Clape 'Le Vin des Amis',Domaine Auguste Clape,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
17412,163914,"Cascina Eugenia, Vino Rosso",Cascina Eugenia,Italy,Piemonte,Pinot Noir,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,328000,2010,750
17413,163915,"Domaine Remizieres, Drome Rouge",Domaine Remizieres,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,0,750
17416,163918,"Domaine Santa Duc, Chateauneuf du Pape La Crau Quest",Domaine Santa Duc,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
17417,163919,"Domaine Santa Duc, Gigondas Les Hautes Garrigues",Domaine Santa Duc,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
17420,163922,"Domaine Santa Duc, Gigondas G.G",Domaine Santa Duc,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
17421,163923,"Domaine Pierre Usseglio, Chateauneuf du Pape Reserve deux Freres",Domaine Pierre Usseglio,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
17424,163927,"Elio Altare, Langhe La Villa",Elio Altare,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2015,750
17425,163928,Elio Altare Langhe 'Giarborina',Elio Altare,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2015,750
17426,163929,"Vietti, Barolo 'Rocche di Castiglione'",Vietti,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,450000,2015,750
17427,163930,"Vietti, Barolo 'Brunate'",Vietti,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,450000,2015,750
17428,163931,"Albino Rocca, Barbaresco Ronchi Riserva",Albino Rocca,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2011,750
17429,163932,"Bruno Rocca, Barbaresco Curra Riserva",Bruno Rocca,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,374000,2016,750
17433,163939,"La Brancaia, Chianti Classico Riserva",Brancaia,Italy,Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
17435,163942,"Monteraponi, Chianti Classico",Monteraponi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
17436,163943,"Monteraponi, Toscana Rosso 'Baron Ugo'",Monteraponi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2013,750
17437,163944,"Monteraponi, Vino Rosso di Monteraponi",Monteraponi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
17447,163954,"Petrolo, Boggina Val d'Arno di Sopra",Petrolo,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,0,750
17472,163979,"Artadi, Tempranillo",Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
17473,163980,"Artadi, 'Valdegines'",Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
17475,163982,"Artadi, 'La Poza'",Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
17476,163983,"Artadi, 'Vina El Pison'",Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
17478,163985,"Obalo, Crianza",Obalo,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
17480,163987,"Abadia Retuerta, Seleccion Especial",Abadia Retuerta,Spain,Leon,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
17482,163990,Stilio Primitivo Di Manduria,Mottura,Italy,Puglia,Primitivo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,90000,2016,750
17483,163991,"Dominio de Atauta, Virdiana",Domino de Atauta,Spain,Ribera del Duero,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
17484,163992," Dominio de Atauta, Valdegatiles",Domino de Atauta,Spain,Ribera del Duero,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2010,750
17485,163993,"Dominio de Atauta, Llanos del Almendro",Domino de Atauta,Spain,Ribera del Duero,Tempranillo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,0,750
17486,163994,"Dominio de Atauta, La Mala",Domino de Atauta,Spain,Ribera del Duero,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,0,750
17487,163995,"El Seque, El Seque",El Seque,Spain,Alicante,Monastrell,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
17488,163996,"El Seque, Monastrell",El Seque,Spain,Alicante,Monastrell,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,0,750
17489,163997,"Artazu, Pasos de San Martin",Artazu,Spain,Navarra,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,0,750
17490,163998,Espectacle,Espectacle,Spain,Montsant,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
17491,163999,"Clos Terrasses, Clos Erasmus",Clos Terrasses,Spain,Catalunya,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,0,750
17492,164000,"Clos Terrasses, Laurel",Clos Terrasses,Spain,Catalunya,Garnacha,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
17494,164002,"Familia Nin Ortiz, Nit de Nin Coma d'en Romeu",Familia Nin Ortiz,Spain,Catalunya,Garnacha Negra,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
17496,164004,"Familia Nin Ortiz, Planetes de Nin Garnatxa Amfora",Familia Nin Ortiz,Spain,Catalunya,Garnacha Negra,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
17508,164016,"Mantellassi, San Giuseppe",Fattoria Matellassi,Italy,Toscana,Sangiovese,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN4,70000,2016,750
17510,164018,"Mantellassi, Il Canneto ",Fattoria Matellassi,Italy,Toscana,Sangiovese,Red,Table,13~14,13~15,SWEET1,ACIDITY3,BODY4,TANNIN3,45000,2017,750
17512,164020,Motto Gung ho Red Blend,Motto,USA,California,Zinfandel,Red,Table,14.5,15~17,SWEET1,ACIDITY2,BODY4,TANNIN3,70000,2014,750
17513,164021,Montecillo Crianza,Montecillo,Spain,Rioja,Tempranillo,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,70000,2015,750
17514,164022,Montecillo  Reserva,Montecillo,Spain,Rioja,Tempranillo,Red,Table,13~14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2011,750
17515,164023,"Michele Chiarlo, Langhe Nebbiolo 'Il Principe'			",Michele Chiarlo,Italy,Piemonte,Nebbiolo,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,80000,2016,750
17516,164024,"Michele Chiarlo, Barolo",Michele Chiarlo,Italy,Piemonte,Nebbiolo,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,150000,2014,750
17519,164027,"Osborne, Solaz Shiraz Tempranillo												",Osborne,Spain,Syrah  Shiraz,Tempranillo,Red,Table,14.5,12~15,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2017,750
17520,164028,"Osborne, Solaz Tempranillo Cabernet Sauvignon",Osborne,Spain,Cabernet Sauvignon,Tempranillo,Red,Table,12.5,13~15,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2017,750
17524,164032,"Cafaggio, Chianti Classico											",Villa Cafaggio,Italy,Toscana,Sangiovese,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,70000,2013,750
17525,164033,"Cafaggio, Single Estate Chianti Classico											",Villa Cafaggio,Italy,Toscana,Sangiovese,Red,Table,13~14,13~15,SWEET1,ACIDITY4,BODY3,TANNIN2,60000,2015,750
17527,164035,"Conn Creek, Sonoma County Zinfandel",Conn Creek,USA,California,Zinfandel,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2013,750
17530,164039,"Occidental, Bodega Headlands 'Cuvee Elizabeth' Pinot Noir",Kistler Vineyards,USA,California,Pinot Noir,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,380000,2015,750
17532,164041,"Domaine Hebrard, Crozes-Hermitage Tube 100ml",Maison Hebrard,France,Rhone,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2016,750
17533,164042,"Geografico, Pavo Nero",Geografico,Italy,,Primitivo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,50000,0,750
17535,164044,"E.Guigal, Hermitage Rouge 'Art Label'",E Guigal,France,Rhone,Syrah & Shiraz,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,120000,2014,750
17536,164045,Two Hands Clare Valley Single Vineyard shiraz Art Label,Two Hands Wines,Australia,South Australia,Syrah & Shiraz,Red,Table,14.7,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,180000,2017,750
17537,164046,"Kaesler, Stonehorse Grenache/Shiraz",Kaesler Wines,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
17538,164047,Noon Reserve Shiraz,Noon,Australia,South Australia,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,0,750
17540,164049,Noon Eclipse,Noon,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,0,750
17541,164051,"Bass Phillip, Crown Prince Pinot Noir",Bass Phillip,Australia,Victoria,Pinot Noir,Red,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2015,750
17543,164053,"Yarra Yering, Pinot Noir",Yarra Yering,Australia,Victoria,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,0,750
17544,164054,"Yarra Yering, Underhill Shiraz",Yarra Yering,Australia,Victoria,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
17546,164056,Chandon de Briailles Corton Clos혻du Roi Grand Cru,Domaine Chandon de Briailles,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,550000,2015,750
17548,164058,"Bravium, Pinot Noir",Bravium,USA,California,Pinot Noir,Red,Table,12~13,14~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2015,750
17549,164059,"Patton Valley, Estate Pinot Noir",Patton Valley,USA,Oregon,Pinot Noir,Red,Table,13.8,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17550,164060,"Patton Valley, Lorna Marie Pinot Noir",Patton Valley,USA,Oregon,Pinot Noir,Red,Table,13.8,14~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17565,164075,"Domaine Henri Delagrange, Bourgogne Hautes Cotes de Beaune Pinot Noir",Domaine Henri Delagrange,France,Bourgogne,Pinot Noir,Red,Table,13,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2017,750
17570,164080,"Domaine Pierre Damoy, Bourgogne Rouge",Domaine Pierre Damoy,France,Bourgogne,Pinot Noir,Red,Table,12.5,13~15,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2013,750
17572,164082,"les Heritiers St.Genys, Mercurey 1er Cru ?쁂ols Marcilly??Rouge Monopole",les Heritiers StGenys,France,Bourgogne,Pinot Noir,Red,Table,13,13~15,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2015,750
17583,164093,"Weingut Brundlmayer, Pinot Noir",Weingut Brundlmayer,Austria,Niederosterreich,Pinot Noir,Red,Table,13,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17584,164094,"Weingut Brundlmayer, Pinot Noir Reserve",Weingut Brundlmayer,Austria,Niederosterreich,Pinot Noir,Red,Table,13,13~15,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17586,164096,"Alta Cima, AC 4090 Syrah",Alta Cima,Chile,Curico Valley,Syrah & Shiraz,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2017,750
17593,164103,"Xanadu, Exmoor Shiraz",Xanadu,Australia,Western Australia,Syrah & Shiraz,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
17601,164111,"Rippon, Pinot Noir",Rippon,New Zealand,South Island,Pinot Noir,Red,Table,14~15,13~15,SWEET1,ACIDITY4,BODY3,TANNIN2,200000,2016,750
17603,164115,"Matetic, Corralillo Carmenere",Matetic Vineyards,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
17604,164116,"Matetic, Coralillo Pinot Noir",Matetic Vineyards,Chile,Aconcagua,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2015,750
17605,164117,Chambelle Grande Reserve,LGI Wines,France,Southern France,Syrah & Shiraz,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,100000,2017,750
17608,164120,"Jean Jacques Confuron, Bourgogne Passetoutgrains",Jean Jacques Confuron,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,94000,2015,750
17611,164123,Red Bat,Bodegas Pinord,Spain,Catalunya,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,68000,2018,750
17614,164126,"Domaine Bizot, Vosne-Roman챕e Les Jach챕es ",Domaine Bizot,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,1284000,2018,750
17615,164127,"Georges Noellat, Vosne-Romanee",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,272000,2017,750
17616,164128,"Georges Noellat, Nuits-Saint-Georges 1er Cru Les Boudots",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,550000,2015,750
17617,164129,"Georges Noellat, Nuits-Saint-Georges 1er Cru aux Cras",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,459000,2017,750
17618,164130,"Georges Noellat, Vosne-Roman챕e 1er Cru Les Chaumes",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,495000,2017,750
17619,164131,"Georges Noellat, Vosne-Roman챕e 1er Cru Les Petits Monts",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,572000,2017,750
17620,164132,Georges Noellat Vosne Romanee 1er Les Beaux Monts,Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,646000,2017,750
17621,164133,"Georges Noellat, Grands Echezeaux",Georges Noellat,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,1540000,2017,750
17622,164134,"Arnaud Ente, Bourgogne Pino Noir",Domaine Arnaud Ente,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,430000,2015,750
17631,164144,"Bruno Giacosa, Barbaresco Rabaja Falletto ",Bruno Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,483000,2015,750
17633,164146,"St. Francis, Reserve Merlot ",Saint Francis,USA,California,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
17635,164148,"Cannonball, Eleven Sonoma Merlot",Cannonball Wines,USA,California,Merlot,Red,Table,13.8,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,230000,2016,750
17636,164150,"Tussock Jumper, Wild Boar Pinot Noir",Tussock Jumper Wines,France,Southern France,Pinot Noir,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,38000,2017,750
17639,164155,"Frei Brothers, Zinfandel ",Frei Brothers,USA,California,Zinfandel,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,55000,2018,750
17644,164161,"Arama, Semi Sweet Red",Bodeges Celaya,Spain,,Tempranillo,Red,Dessert,11,13~15,SWEET3,ACIDITY2,BODY3,TANNIN2,50000,2017,750
17646,164163,"Arama, Red Tempranillo",Bodeges Celaya,Spain,,Tempranillo,Red,Table,12,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2017,750
17648,164165,"Arama, Red Tempranillo Premier",Bodeges Celaya,Spain,,Tempranillo,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,32000,2017,750
17652,164169,"Barramundi, Shiraz Petit Verdot",Barramundi,Australia,Victoria,Syrah & Shiraz,Red,Table,14,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,29000,2018,750
17653,164170,"Barramundi, Shiraz",Barramundi,Australia,Victoria,Syrah & Shiraz,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,29000,2018,750
17654,164171,"Barramundi, Pinot Noir",Barramundi,Australia,Victoria,Pinot Noir,Red,Table,14,13~15,SWEET1,ACIDITY3,BODY3,TANNIN2,29000,2017,750
17656,164173,"Concha y toro, Union38 Reserva Syrah",Concha y Toro,Chile,Central Valley,Syrah & Shiraz,Red,Table,13~14,13~15,SWEET1,ACIDITY3,BODY3,TANNIN3,29900,2017,750
17659,164177,"14Hands, Merlot",14  14 Hands Winery,USA,Washington State,Merlot,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,90000,2015,750
17662,164180,"14Hands, Run Wild Red Blend",14  14 Hands Winery,USA,Washington State,Syrah & Shiraz,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN4,92000,2016,750
17672,164191,"AniChe Cellars, Orlando",Aniche Cellars,USA,Washington State,Tempranillo,Red,Table,14.4,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
17673,164192,"AniChe Cellars, Beholden",Aniche Cellars,USA,Washington State,Malbec,Red,Table,14.8,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,120000,2015,750
17675,164194,"AniChe Cellars, Barbariccia",Aniche Cellars,USA,Washington State,Sangiovese,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,80000,2016,750
17676,164195,"Aniche Cellars, 7 Gables",Aniche Cellars,USA,Washington State,Syrah & Shiraz,Red,Table,14.2,15~17,SWEET1,ACIDITY4,BODY3,TANNIN4,100000,2015,750
17680,164199,"K Vintners, Powerline Syrah",K Vintners  Wine of Substance,USA,Washington State,Syrah & Shiraz,Red,Table,14~15,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
17681,164200,"K Vintners, Motor City Kitty Syrah",K Vintners  Wine of Substance,USA,Washington State,Syrah & Shiraz,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
17690,164212,"Milbrandt, Merlot",Milbrandt Vineyards,USA,Washington State,Merlot,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
17695,164219,"Milbrandt, Estates Syrah",Milbrandt Vineyards,USA,Washington State,Syrah & Shiraz,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2014,750
17696,164220,"Milbrandt, Estates Merlot",Milbrandt Vineyards,USA,Washington State,Merlot,Red,Table,15.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
17698,164222,"Milbrandt, Whispering Tree Syrah",Milbrandt Vineyards,USA,Washington State,Syrah & Shiraz,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
17703,164229,"Pomum Cellars, Syrah",Pomum Cellars,USA,Washington State,Syrah & Shiraz,Red,Table,14.7,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2014,750
17704,164231,"Seven Hills, Walla Walla Valley Merlot",Seven Hills Winery,USA,Washington State,Merlot,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
17707,164237,"Tenet, The Pundit Syrah",Tenet,USA,Washington State,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,0,2014,750
17708,164238,"Domaine L챕cheneaut, Nuits-Saint-Georges 1er Cru Les Pruliers ",Domaine Lecheneaut,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY2,BODY3,TANNIN3,283000,2017,750
17710,164240,"Priest Ranch, Petite Sirah",Priest Ranch Winery,USA,California,Petite Sirah,Red,Table,15.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,180000,2015,750
17712,164243,"La Sirena, Le Barrettage",La Sirena Wines,USA,California,Syrah & Shiraz,Red,Table,14.8,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,500000,2013,750
17716,164247,"Powers, Malbec",Powers Winery,USA,Washington State,Malbec,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2016,750
17719,164250,"Powers, Pinot Noir",Powers Winery,USA,Washington State,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17724,164255,DeLille Cellars. D2,DeLille Cellars,USA,Washington State,Merlot,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2015,750
17730,164261,"Feudi, Primitivo di Manduria",Feudi Feudi di San Gregorio,Italy,Puglia,Primitivo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,100000,2016,750
17732,164263,Ikalesken,Bodega Union Campesina IniestenseUCI,Spain,La Mancha,Tempranillo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750
17733,164264,Cerro Gil,Bodega Union Campesina IniestenseUCI,Spain,Manchuela,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
17734,164265,"Castillo de En챕riz, Crianza ",Castillo de Eneriz,Spain,Navarra,Garnacha,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2013,750
17735,164266,"Don Jacobo, Crianza",Bodegas Corral,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
17736,164267,V de Valmy,Chateau Valmy,France,Southern France,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
17737,164268,Chateau Valmy,Chateau Valmy,France,Southern France,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
17740,164271,Terra Toscana Chianti,Cantina Vine Tipici Aretino,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
17741,164272,Artan Shiraz,Limestone Coast Wines,Australia,South Australia,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2016,750
17742,164273,"Artan, Reserve Shiraz",Limestone Coast Wines,Australia,South Australia,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2014,750
17743,164274,Motique Shiraz,Limestone Coast Wines,Australia,South Australia,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
17752,164289,"Bocchino Giuseppe di Bocchino Annalisa, Barbera d'Asti Superiore ?쁁arbaric??",Bocchino Giuseppe di Bocchino Annalisa,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2016,750
17753,164290,"Bocchino Giuseppe di Bocchino Annalisa, Barbera d'Asti Superiore 'Blincin'",Bocchino Giuseppe di Bocchino Annalisa,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2016,750
17756,164294,"Borgo Castagni, Barolo ",Borgo Castagni,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2015,750
17757,164295,"Borgo Castagni, Barbaresco ",Borgo Castagni,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN4,0,2016,750
17758,164296,"Borgo Castagni, Barbera d'Alba ",Borgo Castagni,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2017,750
17759,164297,"Borgo Castagni, Barbera d'Asti Superiore ",Borgo Castagni,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
17760,164298,"Bosio Vini, Barbera d'Asti Superiore",Bosio Vini,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2017,750
17761,164299,"Bosio Vini, Barolo ",Bosio Vini,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2015,750
17762,164300,"Bosio Vini, Barbaresco ",Bosio Vini,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN4,0,2016,750
17765,164309,"BrandLand SRL, Chiorri Selezione Merlot Colli Perugini",SRL BrandLand SRL,Italy,Umbria,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
