,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
2474,141273,"Norton, Malbec",Norton,Argentina,Mendoza,Malbec,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,30000,2009,750
2475,141275,"Norton, Perdriel",Norton,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2004,750
2480,141291,"Perica, Mi Villa",Perica,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,18000,0,750
2481,141292,"Perica, Oro Reserva Especial",Perica,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,110000,2001,750
2482,141293,"Perica, Vina Olagosa Crianza",Perica,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,28000,2004,750
2483,141294,"Perica, Vina Olagosa Gran Reserva",Perica,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,52000,1997,750
2484,141295,"Perica, Vina Olagosa Reserva",Perica,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2001,750
2503,141317,"Seghesio, Barbera d'Alba",Seghesio,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,48000,2003,750
2510,141327,"Tardieu Laurent, Gigondas Les Grandes Bastides",TardieuLaurent,France,Rhone,Grenache,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
2512,141329,"Tardieu Laurent, Gigondas",TardieuLaurent,France,Rhone,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
2514,141336,"Extremena, Corte Real",Vina Extremena,Spain,Cabernet Sauvignon,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,48000,2000,750
2515,141337,"Extremena, Monasterio de Tentudia",Vina Extremena,Spain,,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,36000,2000,750
2516,141338,"Extremena, Palacio de Valdeinfante",Vina Extremena,Spain,,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,39000,2000,750
2517,141339,"Extremena, Vega Adriana",Vina Extremena,Spain,,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,36000,2001,750
2526,141349,"Vina La Rosa, La Capitana Reserve Carmernere",Vina La Rosa,Chile,Rapel Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
2551,141380,"Gianni Gagliardo, Preve Barolo",Gianni Gagliardo,Italy,Piemonte,Nebbiolo,Red,Table,14.2,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2014,750
2552,141381,"Gianni Gagliardo, Barolo Preve Reserva",Gianni Gagliardo,Italy,Piemonte,Nebbiolo,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2009,750
2555,141384,Villa M Allegro Rosso,Gianni Gagliardo,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
2572,141404,"Kendall-Jackson, Vintner's Reserve Zinfandel",KendallJackson,USA,California,Zinfandel,Red,Table,14.5,18~20,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2012,750
2584,141418,Alcance Carmenere,Jackson wine International Kendall Jackson,Chile,Maule Valley,Carmenere,Red,Table,14.2,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
2586,141422,Calina Carmenere Reserve,Jackson wine International Kendall Jackson,Chile,Maule Valley,Carmenere,Red,Table,13.5,18~20,SWEET1,ACIDITY3,BODY3,TANNIN3,49000,2013,750
2587,141423,Yangarra Estates Cadenzia,Yangarra Estate Vineyard,Australia,South Australia,Grenache,Red,Table,15,16~19,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2010,750
2591,141428,Arceno Arcanum,Jackson wine International Kendall Jackson,Italy,Toscana,Cabernet Franc,Red,Table,13.5,15~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
2595,141432,"Hermanos, Tinto",Jacques  Francois Lurton,Spain,Rueda,Tempranillo,Red,Table,13,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
2596,141434,Chacayes,Jacques  Francois Lurton,Argentina,Mendoza,Malbec,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
2597,141435,"Lurton, Reserva Malbec",Jacques  Francois Lurton,Argentina,Mendoza,Malbec,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
2598,141436,Piedra Negra,Jacques  Francois Lurton,Argentina,Mendoza,Malbec,Red,Table,14,15~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
2603,141451,"Kendermann, Eins",Kendermann Reh Kendermann Kendermanns,Germany,,Grenache,Red,Table,9.5,12~14,SWEET4,ACIDITY2,BODY3,TANNIN3,0,0,750
2625,141481,Mas de La Devege La 66,Mas de La Devege,France,Southern France,Grenache,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
2626,141482,Mas Rouge,Mas de La Devege,France,Southern France,Grenache,Red,Table,14.5,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2004,750
2627,141483,Mas de La Devege Sarabande Rouge,Mas de La Devege,France,Southern France,Carignan,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
2649,141506,Durius Tempranillo,Haciendas de Espana,Spain,,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,24000,2005,750
2650,141507,Grinon Crianza,Haciendas de Espana,Spain,Rioja,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,34000,2003,750
2651,141508,Grinon Reserva,Haciendas de Espana,Spain,Rioja,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,58000,2001,750
2652,141509,"Bodegas Luzon, Altos",Bodegas Luzon,Spain,Jumilla,Monastrell,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,70000,2005,750
2653,141510,"Bodegas Luzon, Castillo",Bodegas Luzon,Spain,Jumilla,Monastrell,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,39600,2003,750
2654,141512,"Bodegas Luzon, Luzon Organic",Bodegas Luzon,Spain,Jumilla,Monastrell,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
2707,141708,"Daniel Bessiere, Red",Maison Bessiere,France,Southern France,Carignan,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
2709,141710,Adoro Sweet Red,SA Capel Vinos SA,Spain,,Monastrell,Red,Dessert,12,10~12,SWEET5,ACIDITY1,BODY4,TANNIN2,18000,0,750
2710,141711,Casona de La Villa,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
2711,141712,Delcampo Red,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,15000,0,750
2713,141714,Don Pancho,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
2714,141715,Gran Via Sweet Red,SA Capel Vinos SA,Spain,,Monastrell,Red,"Table, Dessert",12,16~18,SWEET5,ACIDITY1,BODY4,TANNIN2,20000,0,750
2715,141717,Las Cuatro Estaciones,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
2716,141718,Palacio de Anglona Red,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
2717,141719,"Palacio de Anglona, Red Sweet",SA Capel Vinos SA,Spain,,Monastrell,Red,Table,11,10~12,SWEET4,ACIDITY1,BODY4,TANNIN2,0,0,750
2718,141720,Serviola Pack Red,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15000,0,750
2720,141722,Vina Lambilla,SA Capel Vinos SA,Spain,,Monastrell,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,15000,0,750
2735,141740,"Soldo Spa, Barbera d'Asti",Soldo Spa,Italy,Piemonte,Barbera,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
2741,141746,Marchigue L Cabernet Franc Petit Verdot Reserve,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Cabernet Franc,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2005,750
2743,141748,Marchigue L Carmenere Reserve,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Carmenere,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2004,750
2744,141749,Marchigue M Cabernet Franc,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Cabernet Franc,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,150000,2004,750
2746,141755,Marchigue M Carmenere,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Carmenere,Red,Table,13,16~18,SWEET2,ACIDITY3,BODY5,TANNIN4,150000,2003,750
2752,141767,Panul Carmenere Reserve,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Carmenere,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,33000,2014,750
2753,141768,Panul Reserva Carmenere,Vinedos Errazuriz Ovalle SA,Chile,Rapel Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,33000,2014,750
2774,141797,"Jacob's Creek, Grenache Shiraz",Jacobs Creek,Australia,South Australia,Grenache,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,26000,2012,750
2786,141816,Alceno Crianza,Pedro Luis Martinez,Spain,Jumilla,Monastrell,Red,Table,13.9,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,46000,2003,750
2787,141817,Romeo,Pedro Luis Martinez,Spain,,Monastrell,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,15200,2006,750
2788,141818,Romeo Crianza,Pedro Luis Martinez,Spain,,Monastrell,Red,Table,13~14,18~20,SWEET1,ACIDITY3,BODY4,TANNIN3,25000,2002,750
2790,141820,Occitan,France Etc,France,Southern France,Grenache,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,40000,2005,750
2804,141837,Barolo,Italy Others,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,91000,2003,750
2806,141843,"St. Ferdinand, Chianti Colli Senesi",St Ferdinand,Italy,Toscana,Nebbiolo,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,31000,2005,750
2820,141860,Cofrade Rioja,Ferdinand Pieroth,Spain,Rioja,Tempranillo,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,28000,2005,750
2821,141861,Medievo Almaraz Rioja Reserva,GCF  GCF Group,Spain,Rioja,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,1998,750
2822,141862,Pertigas Gran Reserva,Valdespenas,Spain,,Tempranillo,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,91000,1996,750
2823,141863,Tres Velas,GCF  GCF Group,Spain,,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,20000,2004,750
2846,141888,"Nieto Senetiner, Reserva Malbec",Bodegas Nieto Senetiner,Argentina,Mendoza,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,2007,750
2850,141892,"Manfredi, Barbera d'Alba",Cantine Manfredi,Italy,Piemonte,Barbera,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2004,750
2851,141893,"Manfredi, Barbera d'Asti",Cantine Manfredi,Italy,Piemonte,Barbera,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2004,750
2853,141895,"Manfredi, Barbaresco",Cantine Manfredi,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2006,750
2862,141906,Castelvecchio Rosso,Cantine Manfredi,Italy,Piemonte,Barbera,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2005,750
2876,141920,Barolo Marasco,Franco M Martinetti,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,240000,2000,750
2885,141935,"Michele Chiarlo, Barbaresco Chiarlo",Michele Chiarlo,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2001,750
2886,141936,"Michele Chiarlo, Barolo Cannubi",Michele Chiarlo,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2013,750
2887,141938,"Michele Chiarlo, Barolo Tortoniano",Michele Chiarlo,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2014,750
2888,141939,"Michele Chiarlo, Airone Monferrato Rosso",Michele Chiarlo,Italy,Piemonte,Barbera,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
2889,141940,"Michele Chiarlo, Le Monache Monferrato Rosso",Michele Chiarlo,Italy,Piemonte,Barbera,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
2890,141941,"Michele Chiarlo, Montemareto Cauntacc Monferrato Rosso",Michele Chiarlo,Italy,Piemonte,Barbera,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
2892,141943,Patrizi Borolo,Patrizi,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,99000,2002,750
2901,141954,"Velenosi, Montepulciano d'Abruzzo",Velenosi,Italy,Abruzzo,Montepulciano,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,29000,2009,750
2902,141956,"Velenosi, Rosso Piceno",Velenosi,Italy,Marche,Montepulciano,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,33000,2005,750
2905,141966,"Castello di Monastero, Rosso di Montalcino",Castello di Monastero,Italy,Toscana,Brunello,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,77000,2003,750
2925,142008,Langmeil The Fifth Wave Grenache,Langmeil Winery,Australia,South Australia,Grenache,Red,Table,14.5,10~12,SWEET1,ACIDITY4,BODY4,TANNIN3,200000,2016,750
2926,142009,Langmeil Three Gardens GSM,Langmeil Winery,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,50000,2018,750
2929,142021,Montevina Barbera,Montevina,USA,California,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
2931,142023,Terra d?셅ro dever ranch 125 year Zinfandel,Montevina,USA,California,Zinfandel,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,120000,2012,750
2943,142043,Sutter Home Red Zinfandel,Trinchero Family Estate,USA,California,Zinfandel,Red,Table,,,SWEET2,ACIDITY2,BODY3,TANNIN3,30000,2012,750
2948,142049,"Trinity Oaks, Red Zinfandel",Trinity Oaks,USA,California,Zinfandel,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2014,750
2961,142077,Barbera d'Alba,Soldo,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,31000,2001,750
2967,142095,"Salentein, Reserve Malbec",Bodegas Salentein,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,39000,2008,750
2968,142097,"Salentein, Primus Malbec",Bodegas Salentein,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,110000,2004,750
2994,142187,Campo Eliseo,Michel Rolland Collection,Spain,Toro,Tempranillo,Red,Table,15.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,290000,2004,750
3001,142198,Val de Flores,Michel Rolland Collection,Argentina,Mendoza,Malbec,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,191000,2004,750
3002,142199,Yacochuya,Yacochuya,Argentina,Salta,Malbec,Red,Table,16~17,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2007,750
3007,142210,"Rodney Strong, Zinfandel",Rodney Strong,USA,California,Zinfandel,Red,Table,13,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,85000,2008,750
3010,142213,"Tarapaca, Gran Tarapaca Carmenere",Vina Tarapaca,Chile,Maipo Valley,Carmenere,Red,Table,14.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
3012,142216,"Tarapaca, Carmenere",Vina Tarapaca,Chile,Central Valley,Carmenere,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,28000,2016,750
3018,142224,"Casa Donoso, 1810 Carmenere",Casa Donoso,Chile,Maule Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
3074,142396,Vinapena Tempranillo,Spain Etc,Spain,,Tempranillo,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15000,2004,750
3076,142401,"Albert Bichot, Cotes du Rhone Rouge",Albert Bichot,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
3077,142407,Arco Vega Oliveras,Ramon Roqueta,Spain,Rioja,Tempranillo,Red,Table,12.5~13.5,16~18,SWEET1,ACIDITY2,BODY2,TANNIN2,0,2017,750
3087,142436,"Blackstone, Winemaker Zinfandel",Blackstone,USA,California,Zinfandel,Red,Table,,,SWEET2,ACIDITY2,BODY3,TANNIN3,0,2002,750
3097,142457,"Douglas Green, Pinotage",Douglas Green Wines,the Republic of South Africa,Western Cape,Pinotage,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2003,750
3116,142530,"Fontanafredda, Barbaresco Coste Rubin",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2014,750
3117,142531,"Fontanafredda, Barbera d'Alba Raimonda",Fontanafredda,Italy,Piemonte,Barbera,Red,Table,11.5~12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
3120,142535,"Fontanafredda, Nebbiolo Langhe",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,11.5~12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2016,750
3121,142536,"Fontanafredda, Barolo Serralunga d'Alba",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,13~14,17~20,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
3124,142590,"Joseph Drouhin, Beaujolais Villages",Joseph Drouhin,France,Bourgogne,Gamay,Red,Table,12.5~13.5,13~15,SWEET1,ACIDITY3,BODY2,TANNIN2,0,0,750
3139,142610,Lan Crianza,Bodegas Lan,Spain,Rioja,Tempranillo,Red,Table,12.5~13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
3140,142611,"Lan, Gran Reserva",Bodegas Lan,Spain,Rioja,Tempranillo,Red,Table,12.5~13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2010,750
3141,142615,Lan Reserva,Bodegas Lan,Spain,Rioja,Tempranillo,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
3145,142652,Santa Rita Gran Hacienda Carmenere,Santa Rita,Chile,Maipo Valley,Carmenere,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
3154,142665,"Santa Rita, Reserva Carmenere",Santa Rita,Chile,Rapel Valley,Carmenere,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2011,750
3157,142668,"Santa Rita, Triple C",Santa Rita,Chile,Maipo Valley,Cabernet Franc,Red,Table,14~15,16~18,SWEET1,ACIDITY5,BODY5,TANNIN5,0,2014,750
3160,142712,"Carmen, Insigne Carmenere",Vina Carmen,Chile,Maipo Valley,Carmenere,Red,Table,13~14,12~14,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2017,750
3170,142732,"Zonin, Barbera d'Asti",Zonin,Italy,Piemonte,Barbera,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2012,750
3194,142767,Las Moras Malbec,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
3195,142768,Las Moras Malbec Reserve,Finca Las Moras,Argentina,San Juan,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,32000,2008,750
3205,142780,Song Blue Medium Sweet,Maison Ginestet,France,,Carignan,Red,Table,12.5,16~18,SWEET3,ACIDITY2,BODY2,TANNIN2,13000,0,750
3222,142801,"Pierre Amadieu, Chateauneuf du Pape La Paillousse",Pierre Amadieu,France,Rhone,Grenache,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,115000,2005,750
3223,142802,Pierre Amadieu Cotes Du Rhone Rouge Roulepierre,Pierre Amadieu,France,Rhone,Grenache,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,30000,2006,750
3224,142803,"Pierre Amadieu, Gigondas Romane Machotte",Pierre Amadieu,France,Rhone,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
3235,142814,"Santa Carolina, Carmenere Reserva",Santa Carolina,Chile,Rapel Valley,Carmenere,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2005,750
3281,142906,"Segu, Carmenere Reserva",Vina Segu,Chile,Maule Valley,Carmenere,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
3299,142967,"Medina Selection, Tempranillo",Spain Etc,Spain,,Tempranillo,Red,Table,12.5,8~10,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2003,750
3300,142972,"Abbona Marziano, Barbaresco",Abbona Marziano,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,183000,1999,750
3301,142973,"Abbona Marziano, Barolo DOCG",Abbona Marziano,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,227000,1998,750
3310,142997,"Cellier des Dauphins, Louis Mousset Chateauneuf du Pape",Cellier des Dauphins,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,131000,2001,750
3311,143000,"Cellier des Dauphins, Cotes Du Rhone",Cellier des Dauphins,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2004,750
3312,143001,"Cellier des Dauphins, Cotes Du Rhone Villages",Cellier des Dauphins,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2001,750
3322,143083,Mandolin Zinfadnel Merlot,Mandolin,USA,California,Zinfandel,Red,Table,,,SWEET1,ACIDITY2,BODY3,TANNIN3,33000,2002,750
3327,143106,"Raoul Clerget, Morgon",Raoul Clergettresch,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,75000,2001,750
3364,143261,"Mitolo, GAM Shiraz",Mitolo,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
3430,143369,"Giordano, Montepulciano d'Abruzzo",Giordano Vini,Italy,Abruzzo,Montepulciano,Red,Table,12.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN3,29000,2005,750
3433,143377,"Brovia, Barolo",Brovia,Italy,Piemonte,Nebbiolo,Red,Table,12~13,17~20,SWEET1,ACIDITY4,BODY3,TANNIN5,145000,2003,750
3434,143378,"Brovia, Rio Sordo Barbaresco",Brovia,Italy,Piemonte,Nebbiolo,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,165000,2001,750
3435,143381,"Bruno Rocca, Coparossa Barbaresco",Bruno Rocca,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,265000,2003,750
3443,143399,"Braida, Ai Suma",Braida Giacomo Bologna Braida,Italy,Piemonte,Barbera,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,310000,2016,750
3446,143410,Rivera Rupicolo Castel del Monte,Rivera,Italy,Puglia,Montepulciano,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2013,750
3456,143426,"Planeta, Cerasuolo di Vittoria",Planeta Wines,Italy,Sicilia,Nero d'Avola,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
3464,143438,"Rivera, Il Falcone",Rivera,Italy,Puglia,Nero di Troia,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,80000,2014,750
3525,143552,Brouilly,Ropiteau Freres,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2006,750
3527,143556,Ropiteau Freres Chateauneuf du Pape,Ropiteau Freres,France,Rhone,Grenache,Red,Table,13,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,145000,2011,750
3528,143557,Cotes du Rhone,Ropiteau Freres,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2006,750
3533,143564,Ropiteau Freres Moulin A Vent,Ropiteau Freres,France,Bourgogne,Gamay,Red,Table,13,14~16,SWEET1,ACIDITY5,BODY3,TANNIN2,65000,2011,750
3534,143566,"Santa Ana, Privadas Malbec Reserve",Santa Ana  Bodegas Santa Ana,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
3542,143588,"Undurraga, Carmenere",Undurraga Vina Undurraga,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN3,19000,2006,750
3609,143810,Viu Manent Reserva Carmenere,Viu Manent,Chile,Rapel Valley,Carmenere,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,31000,2017,750
3610,143811,Viu Manent Gran Reserva Carmenere,Viu Manent,Chile,Rapel Valley,Carmenere,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,62000,2017,750
3614,143815,Viu Manent Reserva Malbec,Viu Manent,Chile,Rapel Valley,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,31000,2018,750
3615,143816,Viu Manent Gran Reserva Malbec,Viu Manent,Chile,Rapel Valley,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,62000,2014,750
