,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
13437,158723,"Gaja, Costa Russi",Gaja,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN5,1350000,2017,750
13438,158725,"Tapas, Garnacha Red",The Tapas Wine Collection,Spain,Valencia,Garnacha,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN3,0,2018,750
13441,158731,Montes Classic Malbec,Montes Vina Montes,Chile,Rapel Valley,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,24000,2016,750
13473,158779,Lorca Monastrell,Bodegas del Rosario,Spain,Bullas,Monastrell,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,110000,2009,750
13490,158800,Finca Villacreces,Artevino,Spain,Ribera del Duero,Tempranillo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
13491,158801,Finca Villacreces Nebro,Artevino,Spain,Ribera del Duero,Tempranillo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2009,750
13492,158802,Finca Villacreces Pruno,Artevino,Spain,Ribera del Duero,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
13493,158804,Anderra Carmenere,Baron Philippe de Rothschild,Chile,Maipo Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,80000,2013,750
13495,158806,Escudo Rojo Carmenere,Baron Philippe de Rothschild,Chile,Maipo Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,47000,2013,750
13500,158812,Alice Pinotage,Alice,the Republic of South Africa,Western Cape,Pinotage,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2012,750
13508,158820,Hidden Valley Pinotage,Hidden Valley,the Republic of South Africa,Coastal Region,Pinotage,Red,Table,14.57,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,1997,750
13510,158822,Deetlefs Estate Deetlefs De Hageveld Red,Deetlefs Wine Estate,the Republic of South Africa,Syrah  Shiraz,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2012,750
13512,158824,Deetlefs Estate Oak Matured Pinotage,Deetlefs Wine Estate,the Republic of South Africa,,Pinotage,Red,Table,14.29,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2009,750
13513,158825,Peter Franus Brandlin Vineyard Zinfandel,Peter Franus,USA,California,Zinfandel,Red,Table,10.9,16~18,SWEET2,ACIDITY3,BODY4,TANNIN3,0,2012,750
13514,158826,Elyse C'est Si Bon,Elyse Winery,USA,California,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
13520,158839,"Cono Sur, Reserva Especial Carmenere",Cono Sur,Chile,Rapel Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2015,750
13523,158842,d'Arenberg Stump Jump GSM,dArenberg,Australia,South Australia,Grenache,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2015,750
13531,158855,Ugarte Reserva,Heredad Ugarte,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,70000,2009,750
13537,158861,Ropiteau Freres Beaujolais Villages,Ropiteau Freres,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY5,BODY2,TANNIN2,45000,2014,750
13554,158881,"Tenuta di Trinoro, Magnacosta ",Tenuta di Trinoro,Italy,Toscana,Cabernet Franc,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
13555,158882,"Tenuta di Trinoro, Le Cupole",Tenuta di Trinoro,Italy,Toscana,Cabernet Franc,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,130000,2015,750
13563,158892,Borgogno Barolo Reserva,Borgogno,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2006,750
13564,158893,Borgogno Barolo Liste,Borgogno,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2008,750
13565,158895,"Borgogno, Barolo Fossati",Borgogno,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,110000,2014,750
13566,158896,Borgogno Barolo Classico,Borgogno,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
13569,158900,Apothic Dark,Apothic Wines,USA,Cabernet Sauvignon,Petite Sirah,Red,Table,12.5~13.5,16~18,SWEET2,ACIDITY4,BODY4,TANNIN4,0,2015,750
13581,158915,Inniskillin Cabernet Franc,Inniskillin,Canada,Bear River,Cabernet Franc,Red,Dessert,,,SWEET5,ACIDITY3,BODY4,TANNIN1,0,2012,375
13596,158945,Diseno Malbec,Diseno,Argentina,Mendoza,Malbec,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
13599,158949,Monopole Tempranillo,Cvne,Spain,Rioja,Tempranillo,Red,Table,12.75,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,40000,2011,750
13601,158951,Vina Real Rioja Reserva,Cvne,Spain,Rioja,Tempranillo,Red,Table,13.55,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2010,750
13602,158952,Vina Real Rioja Crianza,Cvne,Spain,Rioja,Tempranillo,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,90000,2011,750
13604,158954,Imperial Rioja Grand Reserva,Cvne,Spain,Rioja,Tempranillo,Red,Table,13.71,16~18,SWEET1,ACIDITY4,BODY5,TANNIN3,200000,2007,750
13605,158955,Imperial Rioja Reserva,Cvne,Spain,Rioja,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,150000,2009,750
13606,158956,Cvne Rioja Crianza,Cvne,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2011,750
13608,158958,"Domaine de Marcoux, Chateauneuf-du-Pape",Domaine du Marcoux,France,Rhone,Grenache,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,300000,2010,750
13612,158962,Emina Reserva,Bodega Emina,Spain,Ribera del Duero,Tempranillo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,120000,2010,750
13613,158963,Emina Atio,Bodega Emina,Spain,Ribera del Duero,Tempranillo,Red,Table,15.6,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,250000,2005,750
13614,158964,Emina Pasion,Bodega Emina,Spain,Ribera del Duero,Tempranillo,Red,Table,13.55,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2013,750
13630,158981,Haras Carmenere Reserva,Haras de Pirque,Chile,Maipo Valley,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,33000,2011,750
13632,158987,Yangarra GSM,Yangarra Estate Vineyard,Australia,South Australia,Grenache,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2011,750
13643,158998,Hartford Russian River Valley Zinfandel,Jackson Family Wines,USA,California,Zinfandel,Red,Table,14.5,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,137000,2012,750
13648,159004,Herri Mina Red,Jean Claude Berrouet,France,Southwest France,Cabernet Franc,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
13661,159017,Chapoutier Banyuls  Vin doux Naturel,M Chapoutier,France,Southern France,Grenache,Red,Dessert,16,16~18,SWEET5,ACIDITY3,BODY4,TANNIN1,0,2015,750
13673,159037,Paseo Real Dry Red,Felix Solis,Spain,,Tempranillo,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,30000,2013,750
13674,159038,Paseo Real Semi Sweet,Felix Solis,Spain,,Tempranillo,Red,Table,11,13~15,SWEET3,ACIDITY2,BODY3,TANNIN3,30000,2013,750
13678,159043,"Pio Cesare, Oltre Langhe ",Pio Cesare,Italy,Piemonte,Nebbiolo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
13688,159053,Stack Wine Red Blend,Stack Wines,USA,California,Zinfandel,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,18900,0,187
13691,159058,Devil?셲 Peak,Terlato Family Vineyards,USA,California,Cabernet Franc,Red,Table,14.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,210000,2007,750
13700,159068,Elegant Malbec,JeanLuc Baldes,France,Southwest France,Malbec,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2011,750
13701,159069,Petit Clos,JeanLuc Baldes,France,Southwest France,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
13702,159070,Clos Triguedina,JeanLuc Baldes,France,Southwest France,Malbec,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2009,750
13728,159103,Fratelli Giacosa Nebbiolo d'Alba,Fratelli Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2012,750
13729,159104,Fratelli Giacosa Barbera d'Alba,Fratelli Giacosa,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2012,750
13730,159105,Fratelli Giacosa Barbaresco,Fratelli Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2010,750
13731,159106,Fratelli Giacosa Barolo,Fratelli Giacosa,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
13756,159163,"Henri Bonneau, Chateauneuf du Pape Reserve des Celestins",Domaine Henri Borneau,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2008,750
13757,159165,"Henri Bonneau, Chateauneuf-du-Pape 'Cuvee Marie Beurrier'",Domaine Henri Borneau,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
13758,159171,"Solitude, Chateauneuf du Pape 'Cuvee Cornelia Constanza'",Domaine de La Solitude,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2009,750
13769,159193,Chateau Ricardelle Cuvee Olivettes,Chateau Ricardelle,France,Southern France,Grenache,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,60000,2013,750
13783,159215,Palladino Barolo Riserva San Bernardo,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,240000,2012,750
13784,159216,Palladino Barolo Vigna Brogli,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY2,TANNIN4,210000,2005,750
13785,159217,Palladino Barolo Parafada,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,200000,2014,750
13786,159218,Palladino Barolo Ornato,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN5,200000,2014,750
13787,159219,Palladino Barolo Serralunga d'Alba,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,180000,2013,750
13788,159220,Palladino Nebbiolo D'Alba,Palladino,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,90000,2015,750
13792,159224,Murelle Montepulciano D'abruzzo,Lamole di Lamole,Italy,Abruzzo,Montepulciano,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,30000,2013,750
13796,159229,Lidobay Zinfandel,Lidobay,USA,,Zinfandel,Red,Table,14~15,15~17,SWEET1,ACIDITY4,BODY4,TANNIN4,140000,2009,750
13812,159254,Vins de Vienne Chateauneuf Du Pape 'Les Oteliees',Les Vins de Vienne,France,Rhone,Grenache,Red,Table,15.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,196000,2012,750
13817,159260,Les Vins de Vienne Cotes du Rhone 'Les Cranilles',Les Vins de Vienne,France,Rhone,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2013,750
13818,159261,"Trapiche, Gran Medalla Malbec",Trapiche,Argentina,Mendoza,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,120000,2015,750
13819,159276,Pinuaga 200 Cepas,Pinuaga,Spain,,Tempranillo,Red,Table,14.79,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
13820,159277,Pinuaga Collecion,Pinuaga,Spain,,Tempranillo,Red,Table,14.45,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
13821,159278,Pinuaga Nature,Pinuaga,Spain,,Tempranillo,Red,Table,14.25,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
13822,159279,Pinuaga La Senda,Pinuaga,Spain,,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
13867,159337,Le Grand Noir GSM,Le Grand Noir,France,Southern France,Grenache,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,0,2016,750
13880,159355,"Santa Carolina, Reserva de Familia Carmenere",Santa Carolina,Chile,Rapel Valley,Carmenere,Red,Table,14,16~16,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
13882,159358,Santa carolina Specialties Carignan,Santa Carolina,Chile,,Carignan,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2011,750
13893,159372,Poker of Rioja As de Corazones,Bodegas Medrano Irazu,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
13896,159376,"Santa Rita, Medalla Real Carmenere",Santa Rita,Chile,Rapel Valley,Carmenere,Red,Table,13.5~14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2009,750
13904,159384,"Carmen, Gran Reserva Carmenere",Vina Carmen,Chile,Rapel Valley,Carmenere,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
13907,159387,"Carmen, Reserva Carmenere",Vina Carmen,Chile,Rapel Valley,Carmenere,Red,Table,14.1,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
13934,159439,Cheval Quancard Comtesse Landon,Cheval Quancard,France,Bordeaux,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
13967,159492,Zonin Sasseo,Zonin,Italy,,Primitivo,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY5,TANNIN3,0,2013,750
13971,159496,Surya Nero d'Avola Merlot,Zonin,Italy,Sicilia,Nero d'Avola,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
13973,159498,"Zonin, Borgo Sanleo Rosso",Zonin,Italy,Puglia,Primitivo,Red,Table,11~12,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,0,0,750
13978,159505,"Fontanafredda, Barbera d'Alba",Fontanafredda,Italy,Piemonte,Barbera,Red,Table,11.5~12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
13979,159506,"Fontanafredda, Barolo Riserva",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2014,750
13980,159507,"Fontanafredda, Barolo",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2015,750
13984,159511,"FontanaFredda, La Rosa Barolo",Fontanafredda,Italy,Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2011,750
13985,159512,"Lan, Limited Edition",Bodegas Lan,Spain,,Tempranillo,Red,Table,13.5~14.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
13986,159514,Ramon Roqueta Garnacha,Ramon Roqueta,Spain,Catalunya,Garnacha,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
13987,159515,Campo Lindo Crianza,Ramon Roqueta,Spain,Rioja,Tempranillo,Red,Table,12.5~13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2015,750
13988,159516,Viva Espana Red,Felix Solis,Spain,,Tempranillo,Red,Table,11,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
13989,159517,Vina Lanzar Red,Felix Solis,Spain,Valdepenas,Tempranillo,Red,Table,10.5~11.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,750
13991,159519,Gran Tierra Red,Felix Solis,Spain,Valdepenas,Tempranillo,Red,Table,10.5~11.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,750
13993,159521,Loto,Felix Solis,Spain,Valdepenas,Tempranillo,Red,Table,10.5~11.5,16~18,SWEET4,ACIDITY3,BODY3,TANNIN3,0,0,750
14016,159549,Kilikanoon Medley GSM,Kilikanoon,Australia,,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2012,750
14032,159592,"Bodegas Luzon, Castillo de Madax Tinto",Bodegas Luzon,Spain,Jumilla,Monastrell,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,45000,2018,750
14039,159633,"Cantine Due Palme, Primitivo di Manduria San Gaetano",Cantine Due Palme,Italy,Puglia,Primitivo,Red,Table,,,SWEET2,ACIDITY2,BODY5,TANNIN4,0,2018,750
14053,159683,Vina Eguia Crianza,Vina Eguia,Spain,Rioja,Tempranillo,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,35000,2015,750
14054,159684,"Vina Eguia, Reserva",Vina Eguia,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,45000,2014,750
14055,159685,Muriel Crianza,Muriel Group,Spain,Rioja,Tempranillo,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2015,750
14056,159686,Muriel Reserva,Muriel Group,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,77000,2014,750
14063,159694,"Bodegas La Purisima, Monastrell",Bodegas La Purisima,Spain,Yecla,Monastrell,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,28000,2018,750
14065,159696,"Bodegas La Purisima, Old Vine Expression",Bodegas La Purisima,Spain,Yecla,Monastrell,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,53000,2015,750
14066,159697,"Bodegas La Purisima, Premium",Bodegas La Purisima,Spain,Yecla,Monastrell,Red,Table,15~16,15~17,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2014,750
14077,159709,"Chris Ringland, RBJ Theologicum",Chris Ringland,Australia,South Australia,Grenache,Red,Table,16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2002,750
14092,159740,Five Geese Old Vine Grenache Shiraz,Hillgrove Wines,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
14094,159742,Five GeeseReserve Sue's paddock Reserve  Grenache,Hillgrove Wines,Australia,South Australia,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
14106,159763,"De Martino, Legado Reserva Carmenere",De Martino,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
14112,159769,"De Martino, 347 Vineyards Carmenere",De Martino,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
14114,159771,"De Martino, Estate Carmenere",De Martino,Chile,Maipo Valley,Carmenere,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
14134,159801,Achaval Ferrer Mendoza Malbec,Achaval Ferrer,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,42000,2015,750
14135,159803,Achaval Ferrer Finca Bella Vista,Achaval Ferrer,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,150000,2012,750
14136,159804,Achaval Ferrer Finca Mirado,Achaval Ferrer,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,150000,2011,750
14137,159806,Finca el Origen Phi,Finca el Origen,Argentina,Mendoza,Malbec,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,110000,2010,750
14163,159853,Silver Palm Zinfandel,Silver Palm,USA,California,Zinfandel,Red,Table,,,SWEET2,ACIDITY3,BODY4,TANNIN3,0,2012,750
14217,159935,Sierra Cantabria Crianaza,Sierra Cantabria,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,29000,2013,750
14218,159936,Sierra Cantabria Reserva,Sierra Cantabria,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,59000,2011,750
14219,159937,Sierra Cantabria Gran Reserva,Sierra Cantabria,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,59000,2007,750
14220,159938,Sierra Cantabria Coleccion Privada,Sierra Cantabria,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,76000,2014,750
14221,159939,Sierra Cantabria El Puntido,Sierra Cantabria,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
14222,159941,Egomei,Finca Egomei,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,39000,2013,750
14223,159942,Egomei Alma,Finca Egomei,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,99000,2009,750
14224,159952,"E.Guigal, Gigondas",E Guigal,France,Rhone,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,66000,2014,750
14243,159995,"Piccini, Patriale",Piccini,Italy,Toscana,Primitivo,Red,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN2,15000,0,750
14245,159997,"Piccini, Nero d'Avola",Piccini,Italy,Sicilia,Nero d'Avola,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
14246,159998,"Piccini, Memoro Red",Piccini,Italy,,Primitivo,Red,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN3,18000,0,750
14253,160006,"Piccini, Brunello di Montalcino ",Piccini,Italy,Toscana,Brunello,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,68000,2011,750
14256,160009,"GD Vajra, Barbera d'Alba Superiore",GD Vijra,Italy,Piemonte,Barbera,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,56000,2015,750
14257,160010,"GD Vajra, Barolo Albe                    ",GD Vijra,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,67000,2012,750
14258,160011,GD Vajra Barolo Bricco delle Viole,GD Vijra,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,125000,2012,750
14266,160020,"Scagliola, Frem Barbera d'Asti",Scagliola Azienda Agricola,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,28000,2015,750
14267,160021,"Scagliola, Azord Monferrato Rosso",Scagliola Azienda Agricola,Italy,Piemonte,Barbera,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,49000,2014,750
14280,160037,"Les Cailloux, Cuvee Du Centenaire",Domaine Les Cailloux  Andre Brunel,France,Rhone,Grenache,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,670000,2015,750
14281,160038,"Les Cailloux, Chateauneuf du Pape Rouge",Domaine Les Cailloux  Andre Brunel,France,Rhone,Grenache,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
14283,160040,"Les Cailloux, Cuvee Sommelongue",Domaine Les Cailloux  Andre Brunel,France,Rhone,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
14291,160055,"Pago de los Capellanes, El Picon",Pago de los Capellanes,Spain,Ribera del Duero,Tempranillo,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,500000,2014,750
14292,160056,"Pago de los Capellanes, El Nogal",Pago de los Capellanes,Spain,Ribera del Duero,Tempranillo,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,244000,2015,750
14293,160057,"Pago de los Capellanes, Reserva",Pago de los Capellanes,Spain,Ribera del Duero,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
14294,160058,"Pago de los Capellanes, Crianza",Pago de los Capellanes,Spain,Ribera del Duero,Tempranillo,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
14299,160069,Elio Altare Barolo Arborina,Elio Altare,Italy,Piemonte,Nebbiolo,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,0,750
14300,160071,"Elio Altare, Langhe Rosso Arborina",Elio Altare,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2009,750
14301,160072,Elio Altare Barolo Cerretta Vigna Bricco,Elio Altare,Italy,Piemonte,Nebbiolo,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN5,0,2012,750
14306,160079,Passopisciaro Franchetti,Passopisciaro,Italy,Sicilia,Petit Verdot,Red,Table,15~16,16~18,SWEET1,ACIDITY2,BODY4,TANNIN4,600000,2016,750
14314,160091,Clos des Papes Chateauneuf du Pape Rouge,Clos des Papes,France,Rhone,Grenache,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,270000,2014,750
14332,160130,"Louis Jadot, Coteaux Bourguignons",Louis Jadot,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,30000,2014,750
14356,160163,"Mongeard Mugneret, Bourgogne Grand Ordinaire 'La Superbe'",Domaine Mongeard Mugneret,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,28000,2014,750
14357,160164,"Mongeard Mugneret, Bourgogne Passe Tout Grains 'Le Libertin'",Domaine Mongeard Mugneret,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,35000,2014,750
14377,160196,Volver,Bodegas Volver,Spain,La Mancha,Tempranillo,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,78000,2016,750
14378,160197,Venta morales Organic,Bodegas Venta Morales,Spain,La Mancha,Tempranillo,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,34000,2014,750
